"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",1,1,91,22,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","1","gambleWin","25","4158",1871,"37","undefined","undefined","undefined",155943
"2",2,2,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","2","nonGamble","25","1926",1784,"38","undefined","undefined","undefined",160661
"3",3,3,91,22,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","3","gambleWin","25","3440",1042,"39","undefined","undefined","undefined",166149
"4",4,4,91,22,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","4","gambleWin","25","2663",1154,"37","undefined","undefined","undefined",170970
"5",5,5,91,22,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","5","gambleWin","25","1706",817,"37","undefined","undefined","undefined",174499
"6",6,6,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","6","nonGamble","25","775",1005,"38","undefined","undefined","undefined",177289
"7",7,7,91,22,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","7","gambleWin","25","1087",696,"39","undefined","undefined","undefined",180078
"8",8,8,91,22,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","8","gambleLoss","25","930",662,"37","undefined","undefined","undefined",182678
"9",9,9,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","9","nonGamble","25","1018",810,"38","undefined","undefined","undefined",185514
"10",10,10,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","10","nonGamble","25","689",1617,"38","undefined","undefined","undefined",188825
"11",11,11,91,22,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","11","gambleLoss","25","1885",516,"37","undefined","undefined","undefined",192234
"12",12,12,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","12","nonGamble","25","1802",1534,"38","undefined","undefined","undefined",196577
"13",13,13,91,22,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","13","gambleWin","25","661",681,"39","undefined","undefined","undefined",198926
"14",14,14,91,22,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","14","gambleLoss","25","1327",892,"37","undefined","undefined","undefined",202148
"15",15,15,91,22,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","15","gambleWin","25","13990",737,"37","undefined","undefined","undefined",217880
"16",16,16,91,22,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","16","gambleLoss","25","736",952,"37","undefined","undefined","undefined",220574
"17",17,17,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","17","nonGamble","25","820",838,"38","undefined","undefined","undefined",223241
"18",18,18,91,22,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","18","gambleLoss","25","2240",941,"39","undefined","undefined","undefined",227427
"19",19,19,91,22,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","19","gambleLoss","25","992",843,"37","undefined","undefined","undefined",230267
"20",20,20,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","20","nonGamble","25","578",1015,"38","undefined","undefined","undefined",232865
"21",21,21,91,22,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","21","nonGamble","25","1283",1137,"38","undefined","undefined","undefined",236292
