"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",2,2,25,18,"Female","Belg","Happy","<img src='images/yellow25.png'></img>","No music","1","gambleLoss","25","2186",3021,"39","undefined","undefined","undefined",109719
"2",3,3,25,18,"Female","Belg","Happy","<img src='images/blue25.png'></img>","No music","2","gambleLoss","25","1596",689,"39","undefined","undefined","undefined",113014
"3",4,4,25,18,"Female","Belg","Happy","<img src='images/green25.png'></img>","No music","3","gambleLoss","25","861",956,"37","undefined","undefined","undefined",115841
"4",5,5,25,18,"Female","Belg","Happy","<img src='images/yellow25.png'></img>","No music","4","gambleLoss","25","620",614,"39","undefined","undefined","undefined",118084
"5",6,6,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","5","nonGamble","25","757",1733,"38","undefined","undefined","undefined",121583
"6",7,7,25,18,"Female","Belg","Happy","<img src='images/blue25.png'></img>","No music","6","gambleWin","25","1296",908,"39","undefined","undefined","undefined",124803
"7",8,8,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","7","nonGamble","25","470",2473,"38","undefined","undefined","undefined",128754
"8",9,9,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","8","nonGamble","25","742",939,"40","undefined","undefined","undefined",131443
"9",10,10,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","9","nonGamble","25","581",355,"40","undefined","undefined","undefined",133389
"10",11,11,25,18,"Female","Belg","Happy","<img src='images/yellow25.png'></img>","No music","10","gambleLoss","25","713",738,"39","undefined","undefined","undefined",135848
"11",12,12,25,18,"Female","Belg","Happy","<img src='images/orange25.png'></img>","No music","11","gambleWin","25","648",438,"37","undefined","undefined","undefined",137942
"12",13,13,25,18,"Female","Belg","Happy","<img src='images/blue25.png'></img>","No music","12","gambleLoss","25","536",791,"39","undefined","undefined","undefined",140278
"13",14,14,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","13","nonGamble","25","490",764,"38","undefined","undefined","undefined",142541
"14",15,15,25,18,"Female","Belg","Happy","<img src='images/green25.png'></img>","No music","14","gambleWin","25","577",689,"39","undefined","undefined","undefined",144813
"15",16,16,25,18,"Female","Belg","Happy","<img src='images/blue25.png'></img>","No music","15","gambleLoss","25","413",566,"37","undefined","undefined","undefined",146800
"16",17,17,25,18,"Female","Belg","Happy","<img src='images/yellow25.png'></img>","No music","16","gambleLoss","25","381",293,"39","undefined","undefined","undefined",148480
"17",18,18,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","17","nonGamble","25","231",834,"38","undefined","undefined","undefined",150554
"18",19,19,25,18,"Female","Belg","Happy","<img src='images/green25.png'></img>","No music","18","gambleWin","25","447",1031,"37","undefined","undefined","undefined",153042
"19",20,20,25,18,"Female","Belg","Happy","<img src='images/orange25.png'></img>","No music","19","gambleWin","25","520",1452,"37","undefined","undefined","undefined",156022
"20",21,21,25,18,"Female","Belg","Happy","<img src='images/orange25.png'></img>","No music","20","gambleWin","25","521",847,"39","undefined","undefined","undefined",158400
"21",22,22,25,18,"Female","Belg","Happy","<img src='images/orange25.png'></img>","No music","21","gambleWin","25","246",805,"39","undefined","undefined","undefined",160457
"22",23,23,25,18,"Female","Belg","Happy","<img src='images/blue25.png'></img>","No music","22","gambleWin","25","578",963,"39","undefined","undefined","undefined",163007
"23",24,24,25,18,"Female","Belg","Happy","<img src='images/orange25.png'></img>","No music","23","gambleLoss","25","587",756,"37","undefined","undefined","undefined",165357
"24",25,25,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","24","nonGamble","25","407",604,"38","undefined","undefined","undefined",167377
"25",26,26,25,18,"Female","Belg","Happy","<img src='images/green25.png'></img>","No music","25","gambleLoss","25","749",2048,"39","undefined","undefined","undefined",171181
"26",27,27,25,18,"Female","Belg","Happy","<img src='images/orange25.png'></img>","No music","26","gambleLoss","25","184",925,"37","undefined","undefined","undefined",173299
"27",28,28,25,18,"Female","Belg","Happy","<img src='images/yellow25.png'></img>","No music","27","gambleLoss","25","599",382,"37","undefined","undefined","undefined",175287
"28",29,29,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","28","nonGamble","25","336",800,"38","undefined","undefined","undefined",177428
"29",30,30,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","29","nonGamble","25","479",835,"40","undefined","undefined","undefined",179749
"30",31,31,25,18,"Female","Belg","Happy","<img src='images/yellow25.png'></img>","No music","30","gambleWin","25","567",480,"39","undefined","undefined","undefined",181804
"31",32,32,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","31","nonGamble","25","429",843,"38","undefined","undefined","undefined",184083
"32",33,33,25,18,"Female","Belg","Happy","<img src='images/blue25.png'></img>","No music","32","gambleWin","25","387",814,"37","undefined","undefined","undefined",186292
"33",34,34,25,18,"Female","Belg","Happy","<img src='images/orange25.png'></img>","No music","33","gambleLoss","25","915",432,"39","undefined","undefined","undefined",188647
"34",35,35,25,18,"Female","Belg","Happy","<img src='images/purple0.png'></img>","No music","34","nonGamble","25","581",795,"38","undefined","undefined","undefined",191040
"35",36,36,25,18,"Female","Belg","Happy","<img src='images/yellow25.png'></img>","No music","35","gambleWin","25","396",885,"37","undefined","undefined","undefined",193329
