"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",2,2,26,19,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","1","gambleLoss","25","1354",1187,"39","undefined","undefined","undefined",488813
"2",3,3,26,19,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","2","nonGamble","25","747",1085,"38","undefined","undefined","undefined",491656
"3",4,4,26,19,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","3","gambleLoss","25","609",2318,"37","undefined","undefined","undefined",495590
"4",5,5,26,19,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","4","nonGamble","25","550",784,"40","undefined","undefined","undefined",497932
"5",6,6,26,19,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","5","gambleLoss","25","394",652,"39","undefined","undefined","undefined",499988
"6",7,7,26,19,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","6","nonGamble","25","674",920,"38","undefined","undefined","undefined",502593
"7",8,8,26,19,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","7","gambleLoss","25","335",855,"39","undefined","undefined","undefined",504792
"8",9,9,26,19,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","8","gambleLoss","25","450",686,"39","undefined","undefined","undefined",506935
"9",10,10,26,19,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","9","nonGamble","25","498",816,"40","undefined","undefined","undefined",509256
"10",11,11,26,19,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","10","nonGamble","25","485",798,"38","undefined","undefined","undefined",511547
"11",12,12,26,19,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","11","gambleWin","25","675",1003,"37","undefined","undefined","undefined",514234
"12",13,13,26,19,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","12","gambleLoss","25","517",684,"37","undefined","undefined","undefined",516445
"13",14,14,26,19,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","13","gambleLoss","25","432",1283,"37","undefined","undefined","undefined",519168
"14",15,15,26,19,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","14","nonGamble","25","298",739,"38","undefined","undefined","undefined",521214
"15",16,16,26,19,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","15","gambleLoss","25","574",1150,"39","undefined","undefined","undefined",523947
"16",17,17,26,19,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","16","gambleLoss","25","285",1677,"37","undefined","undefined","undefined",526920
"17",18,18,26,19,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","17","gambleLoss","25","559",681,"39","undefined","undefined","undefined",529167
"18",19,19,26,19,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","18","gambleLoss","25","525",681,"37","undefined","undefined","undefined",531382
"19",20,20,26,19,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","19","nonGamble","25","445",680,"38","undefined","undefined","undefined",533513
"20",21,21,26,19,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","20","gambleWin","25","580",1017,"37","undefined","undefined","undefined",536119
"21",22,22,26,19,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","21","gambleWin","25","516",2211,"37","undefined","undefined","undefined",539853
