"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",1,1,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","1","nonGamble","25","2597",1216,"40","undefined","undefined","undefined",75203
"2",2,2,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","2","nonGamble","25","1128",790,"38","undefined","undefined","undefined",78131
"3",3,3,94,19,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","3","gambleLoss","25","534",1029,"37","undefined","undefined","undefined",80701
"4",4,4,94,19,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","4","gambleLoss","25","1144",791,"37","undefined","undefined","undefined",83643
"5",5,5,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","5","nonGamble","25","434",595,"40","undefined","undefined","undefined",85678
"6",6,6,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","6","nonGamble","25","677",895,"40","undefined","undefined","undefined",88256
"7",7,7,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","7","nonGamble","25","473",441,"38","undefined","undefined","undefined",90175
"8",8,8,94,19,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","8","gambleWin","25","376",530,"37","undefined","undefined","undefined",92088
"9",9,9,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","9","nonGamble","25","560",770,"38","undefined","undefined","undefined",94425
"10",10,10,94,19,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","10","gambleLoss","25","510",534,"39","undefined","undefined","undefined",96477
"11",11,11,94,19,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","11","gambleWin","25","956",463,"37","undefined","undefined","undefined",98902
"12",12,12,94,19,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","12","gambleLoss","25","626",512,"39","undefined","undefined","undefined",101046
"13",13,13,94,19,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","13","gambleWin","25","378",369,"37","undefined","undefined","undefined",102806
"14",14,14,94,19,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","14","gambleLoss","25","382",460,"37","undefined","undefined","undefined",104654
"15",15,15,94,19,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","15","gambleWin","25","317",393,"39","undefined","undefined","undefined",106370
"16",16,16,94,19,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","16","gambleLoss","25","453",947,"39","undefined","undefined","undefined",108776
"17",17,17,94,19,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","17","gambleLoss","25","338",467,"37","undefined","undefined","undefined",110588
"18",18,18,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","18","nonGamble","25","492",818,"38","undefined","undefined","undefined",112905
"19",19,19,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","19","nonGamble","25","389",897,"40","undefined","undefined","undefined",115196
"20",20,20,94,19,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","20","nonGamble","25","474",559,"38","undefined","undefined","undefined",117235
"21",21,21,94,19,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","21","gambleWin","25","340",657,"37","undefined","undefined","undefined",119239
