"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",2,2,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","1","nonGamble","25","3112",1129,"38","undefined","undefined","undefined",101260
"2",3,3,57,18,"Female","Dutch","Somewhat happy","<img src='images/yellow25.png'></img>","No music","2","gambleWin","25","1726",859,"39","undefined","undefined","undefined",104852
"3",4,4,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","3","nonGamble","25","1327",648,"38","undefined","undefined","undefined",107830
"4",5,5,57,18,"Female","Dutch","Somewhat happy","<img src='images/green25.png'></img>","No music","4","gambleWin","25","1100",574,"37","undefined","undefined","undefined",110508
"5",6,6,57,18,"Female","Dutch","Somewhat happy","<img src='images/blue25.png'></img>","No music","5","gambleLoss","25","1105",2841,"39","undefined","undefined","undefined",115458
"6",7,7,57,18,"Female","Dutch","Somewhat happy","<img src='images/blue25.png'></img>","No music","6","gambleWin","25","950",857,"39","undefined","undefined","undefined",118270
"7",8,8,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","7","nonGamble","25","512",581,"38","undefined","undefined","undefined",120367
"8",9,9,57,18,"Female","Dutch","Somewhat happy","<img src='images/orange25.png'></img>","No music","8","gambleWin","25","469",564,"39","undefined","undefined","undefined",122403
"9",10,10,57,18,"Female","Dutch","Somewhat happy","<img src='images/yellow25.png'></img>","No music","9","gambleWin","25","613",1510,"39","undefined","undefined","undefined",125531
"10",11,11,57,18,"Female","Dutch","Somewhat happy","<img src='images/green25.png'></img>","No music","10","gambleWin","25","959",990,"39","undefined","undefined","undefined",128484
"11",12,12,57,18,"Female","Dutch","Somewhat happy","<img src='images/yellow25.png'></img>","No music","11","gambleLoss","25","346",493,"39","undefined","undefined","undefined",130327
"12",13,13,57,18,"Female","Dutch","Somewhat happy","<img src='images/orange25.png'></img>","No music","12","gambleWin","25","486",581,"39","undefined","undefined","undefined",132400
"13",14,14,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","13","nonGamble","25","430",686,"38","undefined","undefined","undefined",134521
"14",15,15,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","14","nonGamble","25","559",618,"38","undefined","undefined","undefined",136702
"15",16,16,57,18,"Female","Dutch","Somewhat happy","<img src='images/yellow25.png'></img>","No music","15","gambleLoss","25","484",391,"39","undefined","undefined","undefined",138581
"16",17,17,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","16","nonGamble","25","631",483,"38","undefined","undefined","undefined",140698
"17",18,18,57,18,"Female","Dutch","Somewhat happy","<img src='images/orange25.png'></img>","No music","17","gambleWin","25","424",379,"39","undefined","undefined","undefined",142504
"18",19,19,57,18,"Female","Dutch","Somewhat happy","<img src='images/green25.png'></img>","No music","18","gambleLoss","25","392",631,"39","undefined","undefined","undefined",144532
"19",20,20,57,18,"Female","Dutch","Somewhat happy","<img src='images/orange25.png'></img>","No music","19","gambleLoss","25","403",2003,"39","undefined","undefined","undefined",147943
"20",21,21,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","20","nonGamble","25","401",539,"38","undefined","undefined","undefined",149887
"21",22,22,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","21","nonGamble","25","457",776,"38","undefined","undefined","undefined",152125
"22",23,23,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","22","nonGamble","25","439",528,"38","undefined","undefined","undefined",154096
"23",24,24,57,18,"Female","Dutch","Somewhat happy","<img src='images/green25.png'></img>","No music","23","gambleWin","25","435",826,"39","undefined","undefined","undefined",156360
"24",25,25,57,18,"Female","Dutch","Somewhat happy","<img src='images/orange25.png'></img>","No music","24","gambleWin","25","513",554,"39","undefined","undefined","undefined",158431
"25",26,26,57,18,"Female","Dutch","Somewhat happy","<img src='images/yellow25.png'></img>","No music","25","gambleLoss","25","477",511,"39","undefined","undefined","undefined",160424
"26",27,27,57,18,"Female","Dutch","Somewhat happy","<img src='images/green25.png'></img>","No music","26","gambleWin","25","632",419,"39","undefined","undefined","undefined",162479
"27",28,28,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","27","nonGamble","25","325",500,"38","undefined","undefined","undefined",164307
"28",29,29,57,18,"Female","Dutch","Somewhat happy","<img src='images/green25.png'></img>","No music","28","gambleLoss","25","404",392,"39","undefined","undefined","undefined",166107
"29",30,30,57,18,"Female","Dutch","Somewhat happy","<img src='images/green25.png'></img>","No music","29","gambleLoss","25","313",422,"39","undefined","undefined","undefined",167847
"30",31,31,57,18,"Female","Dutch","Somewhat happy","<img src='images/purple0.png'></img>","No music","30","nonGamble","25","313",470,"38","undefined","undefined","undefined",169634
