"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",2,2,36,18,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","1","gambleWin","25","2037",1339,"39","undefined","undefined","undefined",118538
"2",3,3,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","2","nonGamble","25","2396",2784,"38","undefined","undefined","undefined",124730
"3",4,4,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","3","gambleWin","25","1351",994,"37","undefined","undefined","undefined",128092
"4",5,5,36,18,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","4","gambleLoss","25","711",717,"37","undefined","undefined","undefined",130539
"5",6,6,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","5","nonGamble","25","1033",2517,"40","undefined","undefined","undefined",135109
"6",7,7,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","6","nonGamble","25","572",1107,"38","undefined","undefined","undefined",137798
"7",8,8,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","7","nonGamble","25","569",1284,"40","undefined","undefined","undefined",140664
"8",9,9,36,18,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","8","gambleLoss","25","636",883,"37","undefined","undefined","undefined",143199
"9",10,10,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","9","nonGamble","25","398",737,"40","undefined","undefined","undefined",145343
"10",11,11,36,18,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","10","gambleWin","25","780",1114,"39","undefined","undefined","undefined",148261
"11",12,12,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","11","nonGamble","25","590",665,"38","undefined","undefined","undefined",150523
"12",13,13,36,18,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","12","gambleWin","25","1314",1101,"37","undefined","undefined","undefined",153945
"13",14,14,36,18,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","13","gambleLoss","25","562",1712,"37","undefined","undefined","undefined",157228
"14",15,15,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","14","gambleWin","25","1608",1183,"37","undefined","undefined","undefined",161024
"15",16,16,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","15","nonGamble","25","439",1460,"40","undefined","undefined","undefined",163939
"16",17,17,36,18,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","16","gambleWin","25","392",921,"39","undefined","undefined","undefined",166259
"17",18,18,36,18,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","17","gambleWin","25","783",1139,"39","undefined","undefined","undefined",169194
"18",19,19,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","18","nonGamble","25","366",865,"40","undefined","undefined","undefined",171442
"19",20,20,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","19","nonGamble","25","367",930,"38","undefined","undefined","undefined",173760
"20",21,21,36,18,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","20","gambleLoss","25","572",996,"37","undefined","undefined","undefined",176352
"21",22,22,36,18,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","21","gambleLoss","25","427",758,"37","undefined","undefined","undefined",178550
"22",23,23,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","22","nonGamble","25","287",980,"40","undefined","undefined","undefined",180840
"23",24,24,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","23","gambleWin","25","513",851,"37","undefined","undefined","undefined",183226
"24",25,25,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","24","nonGamble","25","342",814,"38","undefined","undefined","undefined",185397
"25",26,26,36,18,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","25","gambleWin","25","559",1095,"37","undefined","undefined","undefined",188064
"26",27,27,36,18,"Female","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","26","gambleLoss","25","445",645,"39","undefined","undefined","undefined",190169
"27",28,28,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","27","gambleWin","25","326",684,"39","undefined","undefined","undefined",192198
"28",29,29,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","28","gambleWin","25","394",949,"39","undefined","undefined","undefined",194547
"29",30,30,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","29","nonGamble","25","714",855,"40","undefined","undefined","undefined",197136
"30",31,31,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","30","gambleWin","25","283",911,"39","undefined","undefined","undefined",199346
"31",32,32,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","31","gambleLoss","25","326",1092,"37","undefined","undefined","undefined",201778
"32",33,33,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","32","gambleLoss","25","343",771,"37","undefined","undefined","undefined",203904
"33",34,34,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","33","gambleLoss","25","294",683,"37","undefined","undefined","undefined",205893
"34",35,35,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","34","gambleLoss","25","271",731,"37","undefined","undefined","undefined",207908
"35",36,36,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","35","gambleLoss","25","262",433,"39","undefined","undefined","undefined",209624
"36",37,37,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","36","gambleLoss","25","278",1001,"37","undefined","undefined","undefined",211916
"37",38,38,36,18,"Female","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","37","gambleLoss","25","280",401,"37","undefined","undefined","undefined",213618
"38",39,39,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","38","gambleLoss","25","316",598,"39","undefined","undefined","undefined",215538
"39",40,40,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","39","gambleLoss","25","514",496,"39","undefined","undefined","undefined",217563
"40",41,41,36,18,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","40","gambleWin","25","472",815,"39","undefined","undefined","undefined",219860
"41",42,42,36,18,"Female","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","41","nonGamble","25","781",831,"40","undefined","undefined","undefined",222487
"42",43,43,36,18,"Female","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","42","gambleWin","25","299",509,"37","undefined","undefined","undefined",224315
"43",44,44,36,18,"Female","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","43","gambleWin","25","365",577,"37","undefined","undefined","undefined",226277
