"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",2,2,7,18,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","1","gambleWin","25","2248",1013,"39","undefined","undefined","undefined",261113
"2",3,3,7,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","2","gambleWin","25","917",1801,"39","undefined","undefined","undefined",264834
"3",4,4,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","3","gambleLoss","25","473",1038,"37","undefined","undefined","undefined",267352
"4",5,5,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","4","nonGamble","25","339",840,"38","undefined","undefined","undefined",269538
"5",6,6,7,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","5","gambleLoss","25","603",703,"39","undefined","undefined","undefined",271849
"6",7,7,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","6","gambleWin","25","1106",1319,"39","undefined","undefined","undefined",275281
"7",8,8,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","7","gambleLoss","25","886",648,"39","undefined","undefined","undefined",277817
"8",9,9,7,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","8","gambleLoss","25","405",1127,"39","undefined","undefined","undefined",280353
"9",10,10,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","9","gambleWin","25","420",775,"37","undefined","undefined","undefined",282553
"10",11,11,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","10","gambleLoss","25","335",524,"37","undefined","undefined","undefined",284417
"11",12,12,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","11","gambleWin","25","372",511,"39","undefined","undefined","undefined",286304
"12",13,13,7,18,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","12","gambleLoss","25","390",614,"39","undefined","undefined","undefined",288313
"13",14,14,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","13","nonGamble","25","365",1311,"40","undefined","undefined","undefined",290993
"14",15,15,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","14","gambleLoss","25","364",526,"37","undefined","undefined","undefined",292888
"15",16,16,7,18,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","15","gambleLoss","25","290",455,"39","undefined","undefined","undefined",294641
"16",17,17,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","16","nonGamble","25","281",983,"38","undefined","undefined","undefined",296912
"17",18,18,7,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","17","gambleLoss","25","324",1021,"37","undefined","undefined","undefined",299264
"18",19,19,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","18","nonGamble","25","355",816,"38","undefined","undefined","undefined",301440
"19",20,20,7,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","19","gambleWin","25","314",927,"39","undefined","undefined","undefined",303688
"20",21,21,7,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","20","gambleLoss","25","370",488,"39","undefined","undefined","undefined",305552
"21",22,22,7,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","21","gambleWin","25","324",407,"37","undefined","undefined","undefined",307287
"22",23,23,7,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","22","gambleWin","25","388",416,"39","undefined","undefined","undefined",309097
"23",24,24,7,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","23","gambleWin","25","364",488,"39","undefined","undefined","undefined",310953
"24",25,25,7,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","24","gambleLoss","25","345",616,"37","undefined","undefined","undefined",312920
"25",26,26,7,18,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","25","gambleWin","25","118",522,"39","undefined","undefined","undefined",314562
"26",27,27,7,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","26","gambleWin","25","403",614,"39","undefined","undefined","undefined",316583
"27",28,28,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","27","nonGamble","25","354",671,"38","undefined","undefined","undefined",318615
"28",29,29,7,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","28","gambleWin","25","571",430,"37","undefined","undefined","undefined",320623
"29",30,30,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","29","nonGamble","25","324",1238,"40","undefined","undefined","undefined",323192
"30",31,31,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","30","nonGamble","25","346",919,"40","undefined","undefined","undefined",325463
"31",32,32,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","31","nonGamble","25","374",631,"40","undefined","undefined","undefined",327472
"32",33,33,7,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","32","gambleLoss","25","22",917,"39","undefined","undefined","undefined",329416
"33",34,34,7,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","33","gambleLoss","25","406",395,"37","undefined","undefined","undefined",331223
"34",35,35,7,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","34","nonGamble","25","154",864,"38","undefined","undefined","undefined",333248
