"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",1,1,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/yellow25.png'></img>","No music","1","gambleWin","25","1351",1117,"39","undefined","undefined","undefined",90898
"2",2,2,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/purple0.png'></img>","No music","2","nonGamble","25","855",1020,"38","undefined","undefined","undefined",93782
"3",3,3,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/green25.png'></img>","No music","3","gambleLoss","25","607",875,"39","undefined","undefined","undefined",96274
"4",4,4,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/blue25.png'></img>","No music","4","gambleLoss","25","486",2774,"37","undefined","undefined","undefined",100542
"5",5,5,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/green25.png'></img>","No music","5","gambleWin","25","713",2877,"37","undefined","undefined","undefined",105139
"6",6,6,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/yellow25.png'></img>","No music","6","gambleLoss","25","1018",935,"37","undefined","undefined","undefined",108105
"7",7,7,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/purple0.png'></img>","No music","7","nonGamble","25","281",2706,"40","undefined","undefined","undefined",112103
"8",8,8,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/yellow25.png'></img>","No music","8","gambleWin","25","556",866,"39","undefined","undefined","undefined",114532
"9",9,9,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/purple0.png'></img>","No music","9","nonGamble","25","376",900,"38","undefined","undefined","undefined",116819
"10",10,10,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/green25.png'></img>","No music","10","gambleLoss","25","546",986,"37","undefined","undefined","undefined",119358
"11",11,11,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/purple0.png'></img>","No music","11","nonGamble","25","450",1658,"40","undefined","undefined","undefined",122472
"12",12,12,61,21,"Female","Belgian","Somewhat unhappy","<img src='images/orange25.png'></img>","No music","12","gambleLoss","25","634",579,"39","undefined","undefined","undefined",124690
