"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",1,1,76,18,"Female","belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","1","gambleWin","25","2772",2260,"39","undefined","undefined","undefined",188341
"2",2,2,76,18,"Female","belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","2","gambleWin","25","1696",1684,"39","undefined","undefined","undefined",192728
"3",3,3,76,18,"Female","belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","3","gambleLoss","25","742",1398,"39","undefined","undefined","undefined",195873
"4",4,4,76,18,"Female","belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","4","gambleLoss","25","691",1512,"37","undefined","undefined","undefined",199082
"5",5,5,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","5","nonGamble","25","1028",5801,"38","undefined","undefined","undefined",206915
"6",6,6,76,18,"Female","belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","6","gambleLoss","25","6341",1851,"39","undefined","undefined","undefined",216115
"7",7,7,76,18,"Female","belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","7","gambleWin","25","1203",1317,"37","undefined","undefined","undefined",219646
"8",8,8,76,18,"Female","belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","8","gambleWin","25","590",747,"37","undefined","undefined","undefined",221993
"9",9,9,76,18,"Female","belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","9","gambleLoss","25","2254",708,"37","undefined","undefined","undefined",225961
"10",10,10,76,18,"Female","belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","10","gambleLoss","25","512",712,"39","undefined","undefined","undefined",228189
"11",11,11,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","11","nonGamble","25","537",2238,"40","undefined","undefined","undefined",231970
"12",12,12,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","12","nonGamble","25","6625",1517,"40","undefined","undefined","undefined",241118
"13",13,13,76,18,"Female","belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","13","gambleLoss","25","3037",1133,"37","undefined","undefined","undefined",246294
"14",14,14,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","14","nonGamble","25","649",1621,"40","undefined","undefined","undefined",249582
"15",15,15,76,18,"Female","belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","15","gambleLoss","25","710",763,"39","undefined","undefined","undefined",252060
"16",16,16,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","16","nonGamble","25","284",768,"40","undefined","undefined","undefined",254116
"17",17,17,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","17","nonGamble","25","181",749,"40","undefined","undefined","undefined",256052
"18",18,18,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","18","nonGamble","25","885",730,"40","undefined","undefined","undefined",258672
"19",19,19,76,18,"Female","belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","19","gambleLoss","25","1782",1011,"39","undefined","undefined","undefined",262469
"20",20,20,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","20","nonGamble","25","472",681,"40","undefined","undefined","undefined",264626
"21",21,21,76,18,"Female","belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","21","gambleWin","25","318",629,"39","undefined","undefined","undefined",266577
"22",22,22,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","22","nonGamble","25","456",609,"40","undefined","undefined","undefined",268646
"23",23,23,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","23","nonGamble","25","435",646,"40","undefined","undefined","undefined",270732
"24",24,24,76,18,"Female","belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","24","gambleWin","25","573",701,"39","undefined","undefined","undefined",273010
"25",25,25,76,18,"Female","belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","25","nonGamble","25","535",665,"40","undefined","undefined","undefined",275213
"26",26,26,76,18,"Female","belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","26","gambleWin","25","569",682,"39","undefined","undefined","undefined",277470
