"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",1,1,83,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","1","nonGamble","25","1461",1365,"38","undefined","undefined","undefined",109397
"2",2,2,83,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","2","nonGamble","25","1576",980,"40","undefined","undefined","undefined",112961
"3",3,3,83,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","3","nonGamble","25","777",541,"38","undefined","undefined","undefined",115287
"4",4,4,83,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","4","gambleWin","25","516",947,"39","undefined","undefined","undefined",117754
"5",5,5,83,18,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","5","gambleLoss","25","490",1069,"39","undefined","undefined","undefined",120317
"6",6,6,83,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","6","nonGamble","25","513",777,"38","undefined","undefined","undefined",122615
"7",7,7,83,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","7","gambleWin","25","440",748,"37","undefined","undefined","undefined",124810
"8",8,8,83,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","8","gambleWin","25","563",588,"37","undefined","undefined","undefined",126969
"9",9,9,83,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","9","gambleWin","25","486",1750,"39","undefined","undefined","undefined",130213
"10",10,10,83,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","10","gambleLoss","25","464",1574,"37","undefined","undefined","undefined",133259
"11",11,11,83,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","11","gambleLoss","25","379",590,"39","undefined","undefined","undefined",135232
"12",12,12,83,18,"Female","Belgian","Happy","<img src='images/purple0.png'></img>","No music","12","nonGamble","25","414",1013,"38","undefined","undefined","undefined",137664
"13",13,13,83,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","13","gambleWin","25","607",541,"39","undefined","undefined","undefined",139818
"14",14,14,83,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","14","gambleWin","25","400",590,"39","undefined","undefined","undefined",141815
"15",15,15,83,18,"Female","Belgian","Happy","<img src='images/blue25.png'></img>","No music","15","gambleLoss","25","407",1214,"39","undefined","undefined","undefined",144443
"16",16,16,83,18,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","16","gambleWin","25","357",1041,"37","undefined","undefined","undefined",146849
"17",17,17,83,18,"Female","Belgian","Happy","<img src='images/orange25.png'></img>","No music","17","gambleLoss","25","456",1055,"37","undefined","undefined","undefined",149367
"18",18,18,83,18,"Female","Belgian","Happy","<img src='images/green25.png'></img>","No music","18","gambleWin","25","96",719,"39","undefined","undefined","undefined",151189
"19",19,19,83,18,"Female","Belgian","Happy","<img src='images/yellow25.png'></img>","No music","19","gambleWin","25","417",693,"39","undefined","undefined","undefined",153307
