"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",2,2,33,18,"Female","Belg","Somewhat happy","<img src='images/purple0.png'></img>","No music","1","nonGamble","25","2154",2093,"38","undefined","undefined","undefined",100704
"2",3,3,33,18,"Female","Belg","Somewhat happy","<img src='images/green25.png'></img>","No music","2","gambleLoss","25","1476",663,"39","undefined","undefined","undefined",103853
"3",4,4,33,18,"Female","Belg","Somewhat happy","<img src='images/blue25.png'></img>","No music","3","gambleLoss","25","1043",658,"37","undefined","undefined","undefined",106562
"4",5,5,33,18,"Female","Belg","Somewhat happy","<img src='images/purple0.png'></img>","No music","4","nonGamble","25","748",1765,"40","undefined","undefined","undefined",110080
"5",6,6,33,18,"Female","Belg","Somewhat happy","<img src='images/yellow25.png'></img>","No music","5","gambleWin","25","1954",704,"39","undefined","undefined","undefined",113745
"6",7,7,33,18,"Female","Belg","Somewhat happy","<img src='images/blue25.png'></img>","No music","6","gambleLoss","25","1301",1131,"37","undefined","undefined","undefined",117184
"7",8,8,33,18,"Female","Belg","Somewhat happy","<img src='images/orange25.png'></img>","No music","7","gambleWin","25","325",854,"39","undefined","undefined","undefined",119368
"8",9,9,33,18,"Female","Belg","Somewhat happy","<img src='images/blue25.png'></img>","No music","8","gambleWin","25","418",881,"39","undefined","undefined","undefined",121674
"9",10,10,33,18,"Female","Belg","Somewhat happy","<img src='images/orange25.png'></img>","No music","9","gambleWin","25","288",897,"39","undefined","undefined","undefined",123865
"10",11,11,33,18,"Female","Belg","Somewhat happy","<img src='images/purple0.png'></img>","No music","10","nonGamble","25","357",1319,"38","undefined","undefined","undefined",126547
"11",12,12,33,18,"Female","Belg","Somewhat happy","<img src='images/purple0.png'></img>","No music","11","nonGamble","25","382",899,"40","undefined","undefined","undefined",128835
"12",13,13,33,18,"Female","Belg","Somewhat happy","<img src='images/blue25.png'></img>","No music","12","gambleWin","25","336",911,"39","undefined","undefined","undefined",131088
"13",14,14,33,18,"Female","Belg","Somewhat happy","<img src='images/purple0.png'></img>","No music","13","nonGamble","25","577",1062,"38","undefined","undefined","undefined",133735
"14",15,15,33,18,"Female","Belg","Somewhat happy","<img src='images/purple0.png'></img>","No music","14","nonGamble","25","360",1113,"38","undefined","undefined","undefined",136214
"15",16,16,33,18,"Female","Belg","Somewhat happy","<img src='images/purple0.png'></img>","No music","15","nonGamble","25","373",1160,"40","undefined","undefined","undefined",138754
