"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",1,1,93,18,"Female","Belg/Belgian","Happy","<img src='images/green25.png'></img>","No music","1","gambleWin","25","1673",1269,"37","undefined","undefined","undefined",118552
"2",2,2,93,18,"Female","Belg/Belgian","Happy","<img src='images/blue25.png'></img>","No music","2","gambleWin","25","1545",852,"39","undefined","undefined","undefined",121952
"3",3,3,93,18,"Female","Belg/Belgian","Happy","<img src='images/purple0.png'></img>","No music","3","nonGamble","25","589",1116,"40","undefined","undefined","undefined",124660
"4",4,4,93,18,"Female","Belg/Belgian","Happy","<img src='images/purple0.png'></img>","No music","4","nonGamble","25","900",903,"38","undefined","undefined","undefined",127466
"5",5,5,93,18,"Female","Belg/Belgian","Happy","<img src='images/yellow25.png'></img>","No music","5","gambleWin","25","400",802,"37","undefined","undefined","undefined",129673
"6",6,6,93,18,"Female","Belg/Belgian","Happy","<img src='images/purple0.png'></img>","No music","6","nonGamble","25","547",3471,"40","undefined","undefined","undefined",134694
"7",7,7,93,18,"Female","Belg/Belgian","Happy","<img src='images/green25.png'></img>","No music","7","gambleLoss","25","560",1408,"39","undefined","undefined","undefined",137680
"8",8,8,93,18,"Female","Belg/Belgian","Happy","<img src='images/blue25.png'></img>","No music","8","gambleLoss","25","385",431,"37","undefined","undefined","undefined",139500
"9",9,9,93,18,"Female","Belg/Belgian","Happy","<img src='images/yellow25.png'></img>","No music","9","gambleWin","25","215",1303,"37","undefined","undefined","undefined",142022
"10",10,10,93,18,"Female","Belg/Belgian","Happy","<img src='images/green25.png'></img>","No music","10","gambleLoss","25","2184",870,"39","undefined","undefined","undefined",146079
"11",11,11,93,18,"Female","Belg/Belgian","Happy","<img src='images/green25.png'></img>","No music","11","gambleWin","25","297",449,"37","undefined","undefined","undefined",147827
"12",12,12,93,18,"Female","Belg/Belgian","Happy","<img src='images/orange25.png'></img>","No music","12","gambleLoss","25","214",414,"39","undefined","undefined","undefined",149458
"13",13,13,93,18,"Female","Belg/Belgian","Happy","<img src='images/yellow25.png'></img>","No music","13","gambleLoss","25","60",339,"37","undefined","undefined","undefined",150859
