"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",2,2,34,"18 jaar","Female","Belgian ","Happy","<img src='images/blue25.png'></img>","No music","1","gambleWin","25","1795",995,"37","undefined","undefined","undefined",193888
"2",3,3,34,"18 jaar","Female","Belgian ","Happy","<img src='images/green25.png'></img>","No music","2","gambleWin","25","1349",1000,"37","undefined","undefined","undefined",197249
"3",4,4,34,"18 jaar","Female","Belgian ","Happy","<img src='images/purple0.png'></img>","No music","3","nonGamble","25","1490",1513,"38","undefined","undefined","undefined",201259
"4",5,5,34,"18 jaar","Female","Belgian ","Happy","<img src='images/blue25.png'></img>","No music","4","gambleWin","25","781",1550,"39","undefined","undefined","undefined",204599
"5",6,6,34,"18 jaar","Female","Belgian ","Happy","<img src='images/yellow25.png'></img>","No music","5","gambleWin","25","872",994,"37","undefined","undefined","undefined",207473
"6",7,7,34,"18 jaar","Female","Belgian ","Happy","<img src='images/orange25.png'></img>","No music","6","gambleLoss","25","509",1063,"37","undefined","undefined","undefined",210053
"7",8,8,34,"18 jaar","Female","Belgian ","Happy","<img src='images/green25.png'></img>","No music","7","gambleLoss","25","402",1145,"37","undefined","undefined","undefined",212608
"8",9,9,34,"18 jaar","Female","Belgian ","Happy","<img src='images/green25.png'></img>","No music","8","gambleLoss","25","387",1166,"37","undefined","undefined","undefined",215167
"9",10,10,34,"18 jaar","Female","Belgian ","Happy","<img src='images/orange25.png'></img>","No music","9","gambleWin","25","310",544,"37","undefined","undefined","undefined",217028
"10",11,11,34,"18 jaar","Female","Belgian ","Happy","<img src='images/blue25.png'></img>","No music","10","gambleLoss","25","499",808,"39","undefined","undefined","undefined",219340
"11",12,12,34,"18 jaar","Female","Belgian ","Happy","<img src='images/blue25.png'></img>","No music","11","gambleWin","25","269",204,"37","undefined","undefined","undefined",220820
"12",13,13,34,"18 jaar","Female","Belgian ","Happy","<img src='images/blue25.png'></img>","No music","12","gambleLoss","25","487",676,"37","undefined","undefined","undefined",222989
"13",14,14,34,"18 jaar","Female","Belgian ","Happy","<img src='images/yellow25.png'></img>","No music","13","gambleWin","25","286",260,"39","undefined","undefined","undefined",224545
"14",15,15,34,"18 jaar","Female","Belgian ","Happy","<img src='images/green25.png'></img>","No music","14","gambleLoss","25","670",1451,"37","undefined","undefined","undefined",227674
