"","X.1","X","prolific_ID","Age","Gender","Nationality","Feelings","stimulus","block_number","trial_number","outcome","amount","startRT","RT","key_press","resp","factor","color","time_elapsed"
"1",1,1,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","1","nonGamble","25","1150",1186,"38","undefined","undefined","undefined",143349
"2",2,2,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","2","gambleLoss","25","3306",1184,"39","undefined","undefined","undefined",148856
"3",3,3,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","3","gambleLoss","25","1261",2293,"37","undefined","undefined","undefined",153417
"4",4,4,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","4","gambleLoss","25","1052",582,"39","undefined","undefined","undefined",156068
"5",5,5,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","5","nonGamble","25","436",1027,"38","undefined","undefined","undefined",158552
"6",6,6,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","6","gambleLoss","25","627",803,"39","undefined","undefined","undefined",160995
"7",7,7,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","7","gambleLoss","25","816",870,"37","undefined","undefined","undefined",163691
"8",8,8,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","8","gambleLoss","25","482",676,"39","undefined","undefined","undefined",165864
"9",9,9,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","9","gambleLoss","25","502",569,"37","undefined","undefined","undefined",167946
"10",10,10,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","10","nonGamble","25","265",1840,"38","undefined","undefined","undefined",171063
"11",11,11,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","11","nonGamble","25","281",677,"38","undefined","undefined","undefined",173028
"12",12,12,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","12","gambleLoss","25","525",621,"39","undefined","undefined","undefined",175188
"13",13,13,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","13","gambleWin","25","499",764,"39","undefined","undefined","undefined",177457
"14",14,14,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","14","nonGamble","25","573",758,"38","undefined","undefined","undefined",179801
"15",15,15,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","15","gambleWin","25","393",513,"37","undefined","undefined","undefined",181716
"16",16,16,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","16","nonGamble","25","390",512,"38","undefined","undefined","undefined",183625
"17",17,17,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","17","nonGamble","25","391",443,"38","undefined","undefined","undefined",185465
"18",18,18,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","18","gambleWin","25","523",600,"39","undefined","undefined","undefined",187598
"19",19,19,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","19","gambleWin","25","284",495,"37","undefined","undefined","undefined",189385
"20",20,20,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","20","gambleWin","25","401",465,"39","undefined","undefined","undefined",191265
"21",21,21,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","21","gambleLoss","25","501",495,"37","undefined","undefined","undefined",193269
"22",22,22,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","22","gambleWin","25","505",550,"37","undefined","undefined","undefined",195330
"23",23,23,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","23","nonGamble","25","447",440,"38","undefined","undefined","undefined",197225
"24",24,24,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","24","nonGamble","25","435",505,"38","undefined","undefined","undefined",199189
"25",25,25,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","25","nonGamble","25","307",521,"40","undefined","undefined","undefined",201034
"26",26,26,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","26","gambleLoss","25","831",362,"39","undefined","undefined","undefined",203231
"27",27,27,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","27","gambleLoss","25","238",309,"39","undefined","undefined","undefined",204787
"28",28,28,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","28","gambleWin","25","275",487,"39","undefined","undefined","undefined",206559
"29",29,29,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","29","nonGamble","25","284",871,"38","undefined","undefined","undefined",208722
"30",30,30,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","30","gambleWin","25","464",480,"37","undefined","undefined","undefined",210672
"31",31,31,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","31","gambleWin","25","264",452,"39","undefined","undefined","undefined",212403
"32",32,32,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","32","gambleWin","25","285",384,"37","undefined","undefined","undefined",214081
"33",33,33,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","33","gambleWin","25","274",310,"39","undefined","undefined","undefined",215678
"34",34,34,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","34","gambleLoss","25","204",232,"39","undefined","undefined","undefined",217124
"35",35,35,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","35","gambleLoss","25","281",472,"39","undefined","undefined","undefined",218883
"36",36,36,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","36","nonGamble","25","266",436,"38","undefined","undefined","undefined",220598
"37",37,37,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","37","gambleLoss","25","36",485,"37","undefined","undefined","undefined",222126
"38",38,38,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","38","nonGamble","25","288",446,"38","undefined","undefined","undefined",223872
"39",39,39,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","39","nonGamble","25","137",494,"38","undefined","undefined","undefined",225515
"40",40,40,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","40","nonGamble","25","223",402,"40","undefined","undefined","undefined",227149
"41",41,41,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","41","nonGamble","25","207",506,"38","undefined","undefined","undefined",228877
"42",42,42,92,18,"Male","Belgian","Somewhat happy","<img src='images/green25.png'></img>","No music","42","gambleWin","25","169",417,"39","undefined","undefined","undefined",230470
"43",43,43,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","43","gambleLoss","25","212",339,"37","undefined","undefined","undefined",232029
"44",44,44,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","44","gambleWin","25","231",434,"39","undefined","undefined","undefined",233704
"45",45,45,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","45","gambleWin","25","217",352,"37","undefined","undefined","undefined",235278
"46",46,46,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","46","gambleLoss","25","252",495,"37","undefined","undefined","undefined",237029
"47",47,47,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","47","gambleWin","25","280",427,"39","undefined","undefined","undefined",238748
"48",48,48,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","48","nonGamble","25","291",705,"38","undefined","undefined","undefined",240751
"49",49,49,92,18,"Male","Belgian","Somewhat happy","<img src='images/orange25.png'></img>","No music","49","gambleLoss","25","503",121,"39","undefined","undefined","undefined",242387
"50",50,50,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","50","gambleLoss","25","237",409,"37","undefined","undefined","undefined",244053
"51",51,51,92,18,"Male","Belgian","Somewhat happy","<img src='images/blue25.png'></img>","No music","51","gambleWin","25","329",382,"39","undefined","undefined","undefined",245773
"52",52,52,92,18,"Male","Belgian","Somewhat happy","<img src='images/purple0.png'></img>","No music","52","nonGamble","25","345",720,"38","undefined","undefined","undefined",247851
"53",53,53,92,18,"Male","Belgian","Somewhat happy","<img src='images/yellow25.png'></img>","No music","53","gambleWin","25","631",471,"39","undefined","undefined","undefined",249965
