prolific_ID,Age,Gender,Nationality,Feelings, valence, stimulus,trial_number,outcome,amount,startRT,RT,key_press,resp,factor,color,time_elapsed
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,39,nonGamble,5,407,501,40,undefined,undefined,undefined,129280
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,40,nonGamble,25,320,474,40,undefined,undefined,undefined,131098
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange50.png'></img>,41,gambleLoss,50,275,1766,39,undefined,undefined,undefined,134165
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue50.png'></img>,42,gambleLoss,50,288,362,39,undefined,undefined,undefined,135843
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,43,nonGamble,25,232,526,40,undefined,undefined,undefined,137631
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green50.png'></img>,44,gambleLoss,50,272,378,39,undefined,undefined,undefined,139297
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,45,nonGamble,50,271,487,40,undefined,undefined,undefined,141069
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow50.png'></img>,46,gambleLoss,50,330,383,39,undefined,undefined,undefined,142804
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow25.png'></img>,47,gambleWin,25,325,802,39,undefined,undefined,undefined,144957
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue5.png'></img>,48,gambleLoss,5,338,422,39,undefined,undefined,undefined,146741
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green50.png'></img>,49,gambleWin,50,281,398,39,undefined,undefined,undefined,148441
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,50,nonGamble,50,322,490,40,undefined,undefined,undefined,150271
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow5.png'></img>,51,gambleWin,5,293,374,39,undefined,undefined,undefined,151949
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,52,nonGamble,50,288,674,40,undefined,undefined,undefined,153934
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green5.png'></img>,53,gambleLoss,5,301,449,39,undefined,undefined,undefined,155699
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,54,nonGamble,25,321,423,40,undefined,undefined,undefined,157475
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue50.png'></img>,55,gambleWin,50,329,339,39,undefined,undefined,undefined,159159
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange25.png'></img>,56,gambleLoss,25,294,335,39,undefined,undefined,undefined,160810
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,57,nonGamble,5,346,668,40,undefined,undefined,undefined,162844
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue25.png'></img>,58,gambleWin,25,412,498,39,undefined,undefined,undefined,164781
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,59,nonGamble,5,356,950,40,undefined,undefined,undefined,167108
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green5.png'></img>,60,gambleWin,5,417,374,39,undefined,undefined,undefined,168911
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange50.png'></img>,61,gambleWin,50,386,677,39,undefined,undefined,undefined,170994
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,62,nonGamble,25,297,661,40,undefined,undefined,undefined,172972
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green25.png'></img>,63,gambleLoss,25,298,396,39,undefined,undefined,undefined,174675
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange5.png'></img>,64,gambleWin,5,312,560,39,undefined,undefined,undefined,176571
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow50.png'></img>,65,gambleWin,50,607,328,39,undefined,undefined,undefined,178517
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,66,nonGamble,5,884,642,40,undefined,undefined,undefined,181065
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow25.png'></img>,67,gambleLoss,25,844,365,37,undefined,undefined,undefined,183300
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,68,nonGamble,50,1995,178,40,undefined,undefined,undefined,186494
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow5.png'></img>,69,gambleLoss,5,403,689,37,undefined,undefined,undefined,188598
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange25.png'></img>,70,gambleWin,25,455,452,37,undefined,undefined,undefined,190527
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue25.png'></img>,71,gambleLoss,25,581,1188,37,undefined,undefined,undefined,193310
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green25.png'></img>,72,gambleWin,25,1915,590,37,undefined,undefined,undefined,196826
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange5.png'></img>,73,gambleLoss,5,1269,967,37,undefined,undefined,undefined,241125
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue5.png'></img>,74,gambleWin,5,320,413,39,undefined,undefined,undefined,242879
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,75,nonGamble,5,284,602,40,undefined,undefined,undefined,244775
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,76,nonGamble,25,605,876,40,undefined,undefined,undefined,247280
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange50.png'></img>,77,gambleLoss,50,282,545,37,undefined,undefined,undefined,249125
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue50.png'></img>,78,gambleLoss,50,271,395,37,undefined,undefined,undefined,250796
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,79,nonGamble,25,250,334,40,undefined,undefined,undefined,252393
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green50.png'></img>,80,gambleLoss,50,233,348,39,undefined,undefined,undefined,253980
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,81,nonGamble,50,246,588,40,undefined,undefined,undefined,255835
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow50.png'></img>,82,gambleLoss,50,264,275,39,undefined,undefined,undefined,257400
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow25.png'></img>,83,gambleWin,25,268,258,37,undefined,undefined,undefined,258948
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue5.png'></img>,84,gambleLoss,5,202,357,37,undefined,undefined,undefined,260519
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green50.png'></img>,85,gambleWin,50,251,255,37,undefined,undefined,undefined,262047
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,86,nonGamble,50,402,567,40,undefined,undefined,undefined,264029
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow5.png'></img>,87,gambleWin,5,232,612,39,undefined,undefined,undefined,265884
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,88,nonGamble,50,283,558,40,undefined,undefined,undefined,267750
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green5.png'></img>,89,gambleLoss,5,302,588,39,undefined,undefined,undefined,269661
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,90,nonGamble,25,292,663,40,undefined,undefined,undefined,271625
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue50.png'></img>,91,gambleWin,50,251,397,39,undefined,undefined,undefined,273299
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange25.png'></img>,92,gambleLoss,25,268,635,39,undefined,undefined,undefined,275224
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,93,nonGamble,5,256,634,40,undefined,undefined,undefined,277129
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue25.png'></img>,94,gambleWin,25,318,718,39,undefined,undefined,undefined,279179
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,95,nonGamble,5,406,625,40,undefined,undefined,undefined,281232
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green5.png'></img>,96,gambleWin,5,534,386,39,undefined,undefined,undefined,283161
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange50.png'></img>,97,gambleWin,50,299,327,39,undefined,undefined,undefined,284797
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,98,nonGamble,25,331,480,40,undefined,undefined,undefined,286623
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green25.png'></img>,99,gambleLoss,25,255,439,39,undefined,undefined,undefined,288347
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange5.png'></img>,100,gambleWin,5,246,345,39,undefined,undefined,undefined,289961
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow50.png'></img>,101,gambleWin,50,455,332,39,undefined,undefined,undefined,291760
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,102,nonGamble,5,271,613,40,undefined,undefined,undefined,293653
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow25.png'></img>,103,gambleLoss,25,313,372,39,undefined,undefined,undefined,295356
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/purple0.png'></img>,104,nonGamble,50,268,426,40,undefined,undefined,undefined,297076
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/yellow5.png'></img>,105,gambleLoss,5,312,328,39,undefined,undefined,undefined,298740
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/orange25.png'></img>,106,gambleWin,25,269,282,39,undefined,undefined,undefined,300312
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/blue25.png'></img>,107,gambleLoss,25,329,322,39,undefined,undefined,undefined,301971
Charlotte>Test2,28,female,German,Somwhat Unhappy,<img src='images/green25.png'></img>,108,gambleWin,25,290,309,39,undefined,undefined,undefined,303581
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,2699,undefined,4,Perseverance,undefined,308811
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,1948,undefined,3,Premeditation,undefined,310806
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,1145,undefined,3,Positive Urgency,undefined,311995
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,1598,undefined,2,Perseverance,undefined,313640
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,629,undefined,2,Premeditation,undefined,314317
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,1109,undefined,3,Negative Urgency,undefined,315467
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,962,undefined,2,Perseverance,undefined,316473
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,796,undefined,3,Negative Urgency,undefined,317312
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,768,undefined,3,Sensation Seeking,undefined,318122
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,551,undefined,3,Positive Urgency,undefined,318718
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,436,undefined,2,Perseverance,undefined,319197
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,975,undefined,2,Premeditation,undefined,320215
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,667,undefined,3,Negative Urgency,undefined,320925
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,902,undefined,3,Sensation Seeking,undefined,321870
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,813,undefined,3,Negative Urgency,undefined,322728
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,669,undefined,3,Sensation Seeking,undefined,323438
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,912,undefined,3,Positive Urgency,undefined,324396
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,590,undefined,3,Sensation Seeking,undefined,325028
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,928,undefined,2,Premeditation,undefined,325998
Charlotte>Test2,28,female,German,Somwhat Unhappy,undefined,undefined,undefined,undefined,undefined,781,undefined,3,Positive Urgency,undefined,326819
